# Chunk-averaged data for fix avegroupN and group groupN
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/number
2000000 1748 0
  1239 24.77 0 0
  1240 24.79 0 0
  1241 24.81 0 0
  1242 24.83 0 0
  1243 24.85 0 0
  1244 24.87 0 0
  1245 24.89 0 0
  1246 24.91 0 0
  1247 24.93 0 0
  1248 24.95 0 0
  1249 24.97 0 0
  1250 24.99 0 0
  1251 25.01 0 0
  1252 25.03 0 0
  1253 25.05 0 0
  1254 25.07 0 0
  1255 25.09 0 0
  1256 25.11 0 0
  1257 25.13 0 0
  1258 25.15 0 0
  1259 25.17 0 0
  1260 25.19 0 0
  1261 25.21 0 0
  1262 25.23 0 0
  1263 25.25 0 0
  1264 25.27 0 0
  1265 25.29 0 0
  1266 25.31 0 0
  1267 25.33 0 0
  1268 25.35 0 0
  1269 25.37 0 0
  1270 25.39 0 0
  1271 25.41 0 0
  1272 25.43 0 0
  1273 25.45 0 0
  1274 25.47 0 0
  1275 25.49 0 0
  1276 25.51 0 0
  1277 25.53 0 0
  1278 25.55 0 0
  1279 25.57 0 0
  1280 25.59 0 0
  1281 25.61 0 0
  1282 25.63 0 0
  1283 25.65 0 0
  1284 25.67 0 0
  1285 25.69 0 0
  1286 25.71 0 0
  1287 25.73 0 0
  1288 25.75 0 0
  1289 25.77 0 0
  1290 25.79 0 0
  1291 25.81 0 0
  1292 25.83 0 0
  1293 25.85 0 0
  1294 25.87 0 0
  1295 25.89 0 0
  1296 25.91 0 0
  1297 25.93 0 0
  1298 25.95 0 0
  1299 25.97 0 0
  1300 25.99 0 0
  1301 26.01 0 0
  1302 26.03 0 0
  1303 26.05 0 0
  1304 26.07 0 0
  1305 26.09 0 0
  1306 26.11 0 0
  1307 26.13 0 0
  1308 26.15 0 0
  1309 26.17 0 0
  1310 26.19 0 0
  1311 26.21 0 0
  1312 26.23 0 0
  1313 26.25 0 0
  1314 26.27 0 0
  1315 26.29 0 0
  1316 26.31 0 0
  1317 26.33 0 0
  1318 26.35 0 0
  1319 26.37 0 0
  1320 26.39 0 0
  1321 26.41 0 0
  1322 26.43 0 0
  1323 26.45 0 0
  1324 26.47 0 0
  1325 26.49 0 0
  1326 26.51 0 0
  1327 26.53 0 0
  1328 26.55 0 0
  1329 26.57 0 0
  1330 26.59 0 0
  1331 26.61 0 0
  1332 26.63 0 0
  1333 26.65 0 0
  1334 26.67 0 0
  1335 26.69 0 0
  1336 26.71 0 0
  1337 26.73 0 0
  1338 26.75 0 0
  1339 26.77 0 0
  1340 26.79 0 0
  1341 26.81 0 0
  1342 26.83 0 0
  1343 26.85 0 0
  1344 26.87 0 0
  1345 26.89 0 0
  1346 26.91 0 0
  1347 26.93 0 0
  1348 26.95 0 0
  1349 26.97 0 0
  1350 26.99 0 0
  1351 27.01 0 0
  1352 27.03 0 0
  1353 27.05 0 0
  1354 27.07 0 0
  1355 27.09 0 0
  1356 27.11 0 0
  1357 27.13 0 0
  1358 27.15 0 0
  1359 27.17 0 0
  1360 27.19 0 0
  1361 27.21 0 0
  1362 27.23 0 0
  1363 27.25 0 0
  1364 27.27 0 0
  1365 27.29 0 0
  1366 27.31 0 0
  1367 27.33 0 0
  1368 27.35 0 0
  1369 27.37 0 0
  1370 27.39 0 0
  1371 27.41 0 0
  1372 27.43 0 0
  1373 27.45 0 0
  1374 27.47 0 0
  1375 27.49 0 0
  1376 27.51 0 0
  1377 27.53 0 0
  1378 27.55 0 0
  1379 27.57 0 0
  1380 27.59 0 0
  1381 27.61 0 0
  1382 27.63 0 0
  1383 27.65 0 0
  1384 27.67 0 0
  1385 27.69 0 0
  1386 27.71 0 0
  1387 27.73 0 0
  1388 27.75 0 0
  1389 27.77 0 0
  1390 27.79 0 0
  1391 27.81 0 0
  1392 27.83 0 0
  1393 27.85 0 0
  1394 27.87 0 0
  1395 27.89 0 0
  1396 27.91 0 0
  1397 27.93 0 0
  1398 27.95 0 0
  1399 27.97 0 0
  1400 27.99 0 0
  1401 28.01 0 0
  1402 28.03 0 0
  1403 28.05 0 0
  1404 28.07 0 0
  1405 28.09 0 0
  1406 28.11 0 0
  1407 28.13 0 0
  1408 28.15 0 0
  1409 28.17 0 0
  1410 28.19 0 0
  1411 28.21 0 0
  1412 28.23 0 0
  1413 28.25 0 0
  1414 28.27 0 0
  1415 28.29 0 0
  1416 28.31 0 0
  1417 28.33 0 0
  1418 28.35 0 0
  1419 28.37 0 0
  1420 28.39 0 0
  1421 28.41 0 0
  1422 28.43 0 0
  1423 28.45 0 0
  1424 28.47 0 0
  1425 28.49 0 0
  1426 28.51 0 0
  1427 28.53 0 0
  1428 28.55 0 0
  1429 28.57 0 0
  1430 28.59 0 0
  1431 28.61 0 0
  1432 28.63 0 0
  1433 28.65 0 0
  1434 28.67 0 0
  1435 28.69 0 0
  1436 28.71 0 0
  1437 28.73 0 0
  1438 28.75 0 0
  1439 28.77 0 0
  1440 28.79 0 0
  1441 28.81 0 0
  1442 28.83 0 0
  1443 28.85 0 0
  1444 28.87 0 0
  1445 28.89 0 0
  1446 28.91 0 0
  1447 28.93 0 0
  1448 28.95 0 0
  1449 28.97 0 0
  1450 28.99 0 0
  1451 29.01 0 0
  1452 29.03 0 0
  1453 29.05 0 0
  1454 29.07 0 0
  1455 29.09 0 0
  1456 29.11 0 0
  1457 29.13 0 0
  1458 29.15 0 0
  1459 29.17 0 0
  1460 29.19 0 0
  1461 29.21 0 0
  1462 29.23 0 0
  1463 29.25 0 0
  1464 29.27 0 0
  1465 29.29 0 0
  1466 29.31 0 0
  1467 29.33 0 0
  1468 29.35 0 0
  1469 29.37 0 0
  1470 29.39 0 0
  1471 29.41 0 0
  1472 29.43 0 0
  1473 29.45 0 0
  1474 29.47 0 0
  1475 29.49 0 0
  1476 29.51 0 0
  1477 29.53 0 0
  1478 29.55 0 0
  1479 29.57 0 0
  1480 29.59 0 0
  1481 29.61 0 0
  1482 29.63 0 0
  1483 29.65 0 0
  1484 29.67 0 0
  1485 29.69 0 0
  1486 29.71 0 0
  1487 29.73 0 0
  1488 29.75 0 0
  1489 29.77 0 0
  1490 29.79 0 0
  1491 29.81 0 0
  1492 29.83 0 0
  1493 29.85 0 0
  1494 29.87 0 0
  1495 29.89 0 0
  1496 29.91 0 0
  1497 29.93 0 0
  1498 29.95 0 0
  1499 29.97 0 0
  1500 29.99 0 0
  1501 30.01 0 0
  1502 30.03 0 0
  1503 30.05 0 0
  1504 30.07 0 0
  1505 30.09 0 0
  1506 30.11 0 0
  1507 30.13 0 0
  1508 30.15 0 0
  1509 30.17 0 0
  1510 30.19 0 0
  1511 30.21 0 0
  1512 30.23 0 0
  1513 30.25 0 0
  1514 30.27 0 0
  1515 30.29 0 0
  1516 30.31 0 0
  1517 30.33 0 0
  1518 30.35 0 0
  1519 30.37 0 0
  1520 30.39 0 0
  1521 30.41 0 0
  1522 30.43 0 0
  1523 30.45 0 0
  1524 30.47 0 0
  1525 30.49 0 0
  1526 30.51 0 0
  1527 30.53 0 0
  1528 30.55 0 0
  1529 30.57 0 0
  1530 30.59 0 0
  1531 30.61 0 0
  1532 30.63 0 0
  1533 30.65 0 0
  1534 30.67 0 0
  1535 30.69 0 0
  1536 30.71 0 0
  1537 30.73 0 0
  1538 30.75 0 0
  1539 30.77 0 0
  1540 30.79 0 0
  1541 30.81 0 0
  1542 30.83 0 0
  1543 30.85 0 0
  1544 30.87 0 0
  1545 30.89 0 0
  1546 30.91 0 0
  1547 30.93 0 0
  1548 30.95 0 0
  1549 30.97 0 0
  1550 30.99 0 0
  1551 31.01 0 0
  1552 31.03 0 0
  1553 31.05 0 0
  1554 31.07 0 0
  1555 31.09 0 0
  1556 31.11 0 0
  1557 31.13 0 0
  1558 31.15 0 0
  1559 31.17 0 0
  1560 31.19 0 0
  1561 31.21 0 0
  1562 31.23 0 0
  1563 31.25 0 0
  1564 31.27 0 0
  1565 31.29 0 0
  1566 31.31 0 0
  1567 31.33 0 0
  1568 31.35 0 0
  1569 31.37 0 0
  1570 31.39 0 0
  1571 31.41 0 0
  1572 31.43 0 0
  1573 31.45 0 0
  1574 31.47 0 0
  1575 31.49 0 0
  1576 31.51 0 0
  1577 31.53 0 0
  1578 31.55 0 0
  1579 31.57 0 0
  1580 31.59 0 0
  1581 31.61 0 0
  1582 31.63 0 0
  1583 31.65 0 0
  1584 31.67 0 0
  1585 31.69 0 0
  1586 31.71 0 0
  1587 31.73 0 0
  1588 31.75 0 0
  1589 31.77 0 0
  1590 31.79 0 0
  1591 31.81 0 0
  1592 31.83 0 0
  1593 31.85 0 0
  1594 31.87 0 0
  1595 31.89 0 0
  1596 31.91 0 0
  1597 31.93 0 0
  1598 31.95 0 0
  1599 31.97 0 0
  1600 31.99 0 0
  1601 32.01 0 0
  1602 32.03 0 0
  1603 32.05 0 0
  1604 32.07 0 0
  1605 32.09 0 0
  1606 32.11 0 0
  1607 32.13 0 0
  1608 32.15 0 0
  1609 32.17 0 0
  1610 32.19 0 0
  1611 32.21 0 0
  1612 32.23 0 0
  1613 32.25 0 0
  1614 32.27 0 0
  1615 32.29 0 0
  1616 32.31 0 0
  1617 32.33 0 0
  1618 32.35 0 0
  1619 32.37 0 0
  1620 32.39 0 0
  1621 32.41 0 0
  1622 32.43 0 0
  1623 32.45 0 0
  1624 32.47 0 0
  1625 32.49 0 0
  1626 32.51 0 0
  1627 32.53 0 0
  1628 32.55 0 0
  1629 32.57 0 0
  1630 32.59 0 0
  1631 32.61 0 0
  1632 32.63 0 0
  1633 32.65 0 0
  1634 32.67 0 0
  1635 32.69 0 0
  1636 32.71 0 0
  1637 32.73 0 0
  1638 32.75 0 0
  1639 32.77 0 0
  1640 32.79 0 0
  1641 32.81 0 0
  1642 32.83 0 0
  1643 32.85 0 0
  1644 32.87 0 0
  1645 32.89 0 0
  1646 32.91 0 0
  1647 32.93 0 0
  1648 32.95 0 0
  1649 32.97 0 0
  1650 32.99 0 0
  1651 33.01 0 0
  1652 33.03 0 0
  1653 33.05 0 0
  1654 33.07 0 0
  1655 33.09 0 0
  1656 33.11 0 0
  1657 33.13 0 0
  1658 33.15 0 0
  1659 33.17 0 0
  1660 33.19 0 0
  1661 33.21 0 0
  1662 33.23 0 0
  1663 33.25 0 0
  1664 33.27 0 0
  1665 33.29 0 0
  1666 33.31 0 0
  1667 33.33 0 0
  1668 33.35 0 0
  1669 33.37 0 0
  1670 33.39 0 0
  1671 33.41 0 0
  1672 33.43 0 0
  1673 33.45 0 0
  1674 33.47 0 0
  1675 33.49 0 0
  1676 33.51 0 0
  1677 33.53 0 0
  1678 33.55 0 0
  1679 33.57 0 0
  1680 33.59 0 0
  1681 33.61 0 0
  1682 33.63 0 0
  1683 33.65 0 0
  1684 33.67 0 0
  1685 33.69 0 0
  1686 33.71 0 0
  1687 33.73 0 0
  1688 33.75 0 0
  1689 33.77 0 0
  1690 33.79 0 0
  1691 33.81 0 0
  1692 33.83 0 0
  1693 33.85 0 0
  1694 33.87 0 0
  1695 33.89 0 0
  1696 33.91 0 0
  1697 33.93 0 0
  1698 33.95 0 0
  1699 33.97 0 0
  1700 33.99 0 0
  1701 34.01 0 0
  1702 34.03 0 0
  1703 34.05 0 0
  1704 34.07 0 0
  1705 34.09 0 0
  1706 34.11 0 0
  1707 34.13 0 0
  1708 34.15 0 0
  1709 34.17 0 0
  1710 34.19 0 0
  1711 34.21 0 0
  1712 34.23 0 0
  1713 34.25 0 0
  1714 34.27 0 0
  1715 34.29 0 0
  1716 34.31 0 0
  1717 34.33 0 0
  1718 34.35 0 0
  1719 34.37 0 0
  1720 34.39 0 0
  1721 34.41 0 0
  1722 34.43 0 0
  1723 34.45 0 0
  1724 34.47 0 0
  1725 34.49 0 0
  1726 34.51 0 0
  1727 34.53 0 0
  1728 34.55 0 0
  1729 34.57 0 0
  1730 34.59 0 0
  1731 34.61 0 0
  1732 34.63 0 0
  1733 34.65 0 0
  1734 34.67 0 0
  1735 34.69 0 0
  1736 34.71 0 0
  1737 34.73 0 0
  1738 34.75 0 0
  1739 34.77 0 0
  1740 34.79 0 0
  1741 34.81 0 0
  1742 34.83 0 0
  1743 34.85 0 0
  1744 34.87 0 0
  1745 34.89 0 0
  1746 34.91 0 0
  1747 34.93 0 0
  1748 34.95 0 0
